Directory,File,Id_avantvalidation,Id,Validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Opérateur,Site,Habitat1,Habitat2,SM2,Machine,Projet,Commentaires
F:/SM2 Jenneret 2012/07_2012/du 1 au 10 Juillet 2012/,COO-BALLON_20120705_222749_670.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,5,22,27,07/05/2012,22:27,07/05/2012,COO-BALLON_0,20,110,24,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 1 au 10 Juillet 2012/,COO-BALLON_20120706_222311_106.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,6,22,23,07/06/2012,22:23,07/06/2012,COO-BALLON_0,9,110,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 1 au 10 Juillet 2012/,COO-BALLON_20120707_222353_366.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,7,22,23,07/07/2012,22:23,07/07/2012,COO-BALLON_0,17,110,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 1 au 10 Juillet 2012/,COO-BALLON_20120709_031344_962.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,9,3,13,07/09/2012,3:13,07/08/2012,COO-BALLON_0,7,110,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 1 au 10 Juillet 2012/,COO-BALLON_20120709_223013_462.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,9,22,30,07/09/2012,22:30,07/09/2012,COO-BALLON_0,13,111,33,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120717_221622_722.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,17,22,16,07/17/2012,22:16,07/17/2012,COO-BALLON_0,13,110,32,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120718_220822_508.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,18,22,8,07/18/2012,22:08,07/18/2012,COO-BALLON_0,11,110,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120719_221437_856.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,19,22,14,07/19/2012,22:14,07/19/2012,COO-BALLON_0,9,111,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120720_220916_780.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,20,22,9,07/20/2012,22:09,07/20/2012,COO-BALLON_0,15,110,0,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120721_221409_752.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,21,22,14,07/21/2012,22:14,07/21/2012,COO-BALLON_0,22,110,9,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120722_220611_023.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,22,22,6,07/22/2012,22:06,07/22/2012,COO-BALLON_0,3,109,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120723_213137_952.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,23,21,31,07/23/2012,21:31,07/23/2012,COO-BALLON_0,25,111,35,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 17 au 24 Juillet 2012/,COO-BALLON_20120724_220843_909.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,6,Rhihip,6,2012,7,24,22,8,07/24/2012,22:08,07/24/2012,COO-BALLON_0,8,110,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 27 au 31 Juillet 2012/,COO-BALLON_20120727_212013_103.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,27,21,20,07/27/2012,21:20,07/27/2012,COO-BALLON_0,26,110,30,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 27 au 31 Juillet 2012/,COO-BALLON_20120729_220441_872.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,29,22,4,07/29/2012,22:04,07/29/2012,COO-BALLON_0,9,110,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 27 au 31 Juillet 2012/,COO-BALLON_20120730_214122_558.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,30,21,41,07/30/2012,21:41,07/30/2012,COO-BALLON_0,16,107,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/07_2012/du 27 au 31 Juillet 2012/,COO-BALLON_20120731_220203_683.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,7,31,22,2,07/31/2012,22:02,07/31/2012,COO-BALLON_0,10,112,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120803_210931_365.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,3,21,9,08/03/2012,21:09,08/03/2012,COO-BALLON_0,14,110,31,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120805_222240_166.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,5,22,22,08/05/2012,22:22,08/05/2012,COO-BALLON_0,80,110,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120806_211821_200.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,6,21,18,08/06/2012,21:18,08/06/2012,COO-BALLON_0,27,110,16,8,3,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120807_214509_919.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,7,21,45,08/07/2012,21:45,08/07/2012,COO-BALLON_0,12,107,5,10,1,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120808_215343_558.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,8,Rhihip,8,2012,8,8,21,53,08/08/2012,21:53,08/08/2012,COO-BALLON_0,10,110,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120809_213547_935.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,9,21,35,08/09/2012,21:35,08/09/2012,COO-BALLON_0,23,110,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120809_220038_424.wav,ChiroSp,Rhihip,A. Mazurie,Main,Rhisp,1,Rhihip,1,2012,8,9,22,0,08/09/2012,22:00,08/09/2012,COO-BALLON_0,5,110,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,Beaucoup de parasites mais on entend le Rhihip
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120810_213316_820.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,10,21,33,08/10/2012,21:33,08/10/2012,COO-BALLON_0,25,110,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120811_215933_630.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,11,21,59,08/11/2012,21:59,08/11/2012,COO-BALLON_0,14,106,30,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120812_214323_806.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,12,21,43,08/12/2012,21:43,08/12/2012,COO-BALLON_0,7,111,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120813_214108_821.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,13,21,41,08/13/2012,21:41,08/13/2012,COO-BALLON_0,11,111,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120814_205738_068.wav,ChiroSp,ENVsp,A. Mazurie,Main,ENVsp,2,Eptser,2,2012,8,14,20,57,08/14/2012,20:57,08/14/2012,COO-BALLON_0,7,25,0,7,6,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120814_211714_757.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,14,21,17,08/14/2012,21:17,08/14/2012,COO-BALLON_0,7,107,52,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/,COO-BALLON_20120815_203208_117.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,15,20,32,08/15/2012,20:32,08/15/2012,COO-BALLON_0,12,110,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120816_213631_892.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,16,21,36,08/16/2012,21:36,08/16/2012,COO-BALLON_0,11,110,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120817_213148_857.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,17,21,31,08/17/2012,21:31,08/17/2012,COO-BALLON_0,12,110,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120818_213041_408.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,18,21,30,08/18/2012,21:30,08/18/2012,COO-BALLON_0,14,110,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120818_221404_279.wav,ChiroSp,Myoalc,A. Mazurie,Main,Myosp,5,Myoema,5,2012,8,18,22,14,08/18/2012,22:14,08/18/2012,COO-BALLON_0,1,80,0,1,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120819_203400_000.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,19,20,34,08/19/2012,20:34,08/19/2012,COO-BALLON_0,7,111,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120820_205257_276.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,20,20,52,08/20/2012,20:52,08/20/2012,COO-BALLON_0,16,110,0,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120821_203314_172.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,21,20,33,08/21/2012,20:33,08/21/2012,COO-BALLON_0,3,98,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120822_205022_562.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,22,20,50,08/22/2012,20:50,08/22/2012,COO-BALLON_0,17,110,30,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120822_223825_577.wav,ChiroSp,Myoalc,A. Mazurie,Main,Myosp,5,Myoema,5,2012,8,22,22,38,08/22/2012,22:38,08/22/2012,COO-BALLON_0,2,67,0,0,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120823_212417_411.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,23,21,24,08/23/2012,21:24,08/23/2012,COO-BALLON_0,21,110,0,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120824_201721_230.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,24,20,17,08/24/2012,20:17,08/24/2012,COO-BALLON_0,13,110,35,8,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120825_201604_524.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,8,25,20,16,08/25/2012,20:16,08/25/2012,COO-BALLON_0,13,111,0,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/08_2012/PART2/,COO-BALLON_20120825_205237_638.wav,ChiroSp,Rhihip,A. Mazurie,Main,Rhisp,1,Rhihip,1,2012,8,25,20,52,08/25/2012,20:52,08/25/2012,COO-BALLON_0,4,38,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,On entend très légèrement derrière les parasites
F:/SM2 Jenneret 2012/09_2012/,COO-BALLON_20120901_200524_964.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,9,1,20,5,09/01/2012,20:05,09/01/2012,COO-BALLON_0,23,110,26,9,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/09_2012/,COO-BALLON_20120902_195000_000.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,9,2,19,50,09/02/2012,19:50,09/02/2012,COO-BALLON_0,3,110,0,7,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/09_2012/,COO-BALLON_20120903_195003_348.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,9,3,19,50,09/03/2012,19:50,09/03/2012,COO-BALLON_0,6,110,27,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/09_2012/,COO-BALLON_20120904_194903_484.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,9,4,19,49,09/04/2012,19:49,09/04/2012,COO-BALLON_0,2,110,0,6,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/09_2012/,COO-BALLON_20120905_194607_852.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,9,5,19,46,09/05/2012,19:46,09/05/2012,COO-BALLON_0,8,111,27,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/09_2012/,COO-BALLON_20120905_202423_102.wav,Rhisp,Rhihip,P. Nyssen,Main,Rhisp,6,Rhihip,4,2012,9,5,20,24,09/05/2012,20:24,09/05/2012,COO-BALLON_0,2,110,0,5,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
F:/SM2 Jenneret 2012/09_2012/PART2/,COO-BALLON_20120906_194211_409.wav,Rhihip,Rhihip,A. Mazurie,Main,Rhisp,10,Rhihip,10,2012,9,6,19,42,09/06/2012,19:42,09/06/2012,COO-BALLON_0,5,110,0,10,0,0,"H. Ghyselinck, D. Parkinson",Jenneret - Grotte,"Cavité - carrière, mine et grotte",Bande boisée et alignement d'arbres,,SM2,Divers Plecotus,
