Num,Dossier,Fichier,Date_validation,Validation,Id,Id_avant validation,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Site,Opérateur,Machine,Action,Projet,Habitat1,Habitat2
146,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140711_223114_991.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,4,Pipnat,4,2014,7,11,22,31,11/07/2014,22:31,11/07/2014,LIFEA,3,41,0,4,0,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
153,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140711_223358_290.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,3,Pipnat,2,2014,7,11,22,33,11/07/2014,22:33,11/07/2014,LIFEA,16,43,77,6,1,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
170,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140711_231135_744.wav,31/08/2015,T. Kinet,Rhifer,Rhifer,Principal,Rhisp,10,Rhifer,10,2014,7,11,23,11,11/07/2014,23:11,11/07/2014,LIFEA,9,80,0,7,0,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
201,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140711_233816_991.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,3,Pipnat,2,2014,7,11,23,38,11/07/2014,23:38,11/07/2014,LIFEA,3,41,0,5,0,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
324,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140712_005819_750.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,4,Pipnat,4,2014,7,12,0,58,12/07/2014,0:58,11/07/2014,LIFEA,21,43,82,6,1,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
355,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140712_011419_163.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip50,5,PippiT,5,2014,7,12,1,14,12/07/2014,1:14,11/07/2014,LIFEA,21,44,0,4,7,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
1981,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Feschaux Grand Quarti point 5/,LIFEB_0_20140712_043503_767.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Myosp,1,Myodas,1,2014,7,12,4,35,12/07/2014,4:35,11/07/2014,LIFEB,1,37,0,3,0,0,Feschaux Grand Quarti point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Bande boisée et alignement d'arbres
6006,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140712_042000_500.wav,31/08/2015,T. Kinet,ChiroSp,Pipnat,Principal,Pip35,9,Pipnat,9,2014,7,12,4,20,12/07/2014,4:20,11/07/2014,LIFEC,18,41,184,9,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
9203,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Feschaux Grand Quarti point 3/,LIFED_0_20140712_035251_108.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,10,Pipnat,10,2014,7,12,3,52,12/07/2014,3:52,11/07/2014,LIFED,34,41,148,9,2,0,Feschaux Grand Quarti point 3,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
9206,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Feschaux Grand Quarti point 3/,LIFED_0_20140712_035405_000.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,10,Pipnat,10,2014,7,12,3,54,12/07/2014,3:54,11/07/2014,LIFED,36,41,104,10,1,0,Feschaux Grand Quarti point 3,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
9879,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Feschaux Grand Quarti point 2/,LIFEE_0_20140712_031653_154.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Myosp,4,Myodas,2,2014,7,12,3,16,12/07/2014,3:16,11/07/2014,LIFEE,1,38,0,5,1,0,Feschaux Grand Quarti point 2,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Haie
550,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140712_223521_210.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,3,Pipnat,3,2014,7,12,22,35,12/07/2014,22:35,12/07/2014,LIFEA,21,42,0,7,5,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
651,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140713_002322_768.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,5,Pipnat,5,2014,7,13,0,23,13/07/2014,0:23,12/07/2014,LIFEA,8,41,156,5,3,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
760,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140713_022730_649.wav,31/08/2015,T. Kinet,Pip35,ChiroSp,Principal,Pip35,1,Pipkuh,0,2014,7,13,2,27,13/07/2014,2:27,12/07/2014,LIFEA,15,43,0,5,2,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
764,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Feschaux Grand Quarti point 1/,LIFEA_0_20140713_023022_015.wav,31/08/2015,T. Kinet,Pip35,ChiroSp,Principal,Pip35,4,Pipkuh,2,2014,7,13,2,30,13/07/2014,2:30,12/07/2014,LIFEA,9,42,9,5,2,0,Feschaux Grand Quarti point 1,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Culture,Bande boisée et alignement d'arbres
2030,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Feschaux Grand Quarti point 5/,LIFEB_0_20140713_032155_464.wav,31/08/2015,T. Kinet,Rhifer,Rhifer,Principal,Rhisp,10,Rhifer,10,2014,7,13,3,21,13/07/2014,3:21,12/07/2014,LIFEB,5,81,0,7,0,0,Feschaux Grand Quarti point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Bande boisée et alignement d'arbres
6312,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_035607_047.wav,31/08/2015,T. Kinet,ChiroSp,Pipnat,Principal,Pip35,6,Pipnat,6,2014,7,13,3,56,13/07/2014,3:56,12/07/2014,LIFEC,15,41,194,9,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
9317,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Feschaux Grand Quarti point 3/,LIFED_0_20140713_031434_335.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Rhisp,1,Rhihip,1,2014,7,13,3,14,13/07/2014,3:14,12/07/2014,LIFED,1,49,0,5,0,0,Feschaux Grand Quarti point 3,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
10001,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Feschaux Grand Quarti point 2/,LIFEE_0_20140713_045923_784.wav,31/08/2015,T. Kinet,Pipnat,ChiroSp,Principal,Pip35,4,Pipnat,4,2014,7,13,4,59,13/07/2014,4:59,12/07/2014,LIFEE,23,43,94,6,0,0,Feschaux Grand Quarti point 2,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Haie
10002,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Feschaux Grand Quarti point 2/,LIFEE_0_20140713_045928_175.wav,31/08/2015,T. Kinet,Pipnat,Pip35,Principal,Pip35,8,Pipnat,5,2014,7,13,4,59,13/07/2014,4:59,12/07/2014,LIFEE,4,41,0,5,1,0,Feschaux Grand Quarti point 2,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Haie
6625,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Feschaux Grand Quarti point 4/,LIFEC_0_20140713_235238_325.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Myosp,1,Myoema,1,2014,7,13,23,52,13/07/2014,23:52,13/07/2014,LIFEC,3,50,0,3,0,0,Feschaux Grand Quarti point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,buissons isolés
2411,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140714_225637_724.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,14,22,56,14/07/2014,22:56,14/07/2014,LIFEB,19,108,36,9,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2449,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140715_020303_410.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,15,2,3,15/07/2014,2:03,14/07/2014,LIFEB,12,107,0,9,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
4500,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 1/,LIFEC_0_20140715_045943_843.wav,31/08/2015,T. Kinet,ChiroSp,Pippyg,Principal,Pip50,10,Pippyg,8,2014,7,15,4,59,15/07/2014,4:59,14/07/2014,LIFEC,9,50,0,6,4,0,Basse Wimbe Biran Comogne point 1,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
7021,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Basse Wimbe Biran Comogne point 2/,LIFED_0_20140714_232525_332.wav,31/08/2015,T. Kinet,Rhifer,Rhifer,Principal,Rhisp,10,Rhifer,10,2014,7,14,23,25,14/07/2014,23:25,14/07/2014,LIFED,11,80,43,10,0,0,Basse Wimbe Biran Comogne point 2,S. Chapoulie,SM2-D,A4,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Arbre isolé
7030,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Basse Wimbe Biran Comogne point 2/,LIFED_0_20140715_003708_265.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,8,Myoema,1,2014,7,15,0,37,15/07/2014,0:37,14/07/2014,LIFED,46,58,62,2,1,0,Basse Wimbe Biran Comogne point 2,S. Chapoulie,SM2-D,A4,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Arbre isolé
9526,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Basse Wimbe Biran Comogne point 3/,LIFEE_0_20140715_005808_490.wav,15/09/2015,P. Nyssen,Myomyo,ChiroSp,Principal,Myosp,2,Myomyo,2,2014,7,15,0,58,15/07/2014,0:58,14/07/2014,LIFEE,13,34,116,6,0,0,Basse Wimbe Biran Comogne point 3,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
2621,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140715_222948_466.wav,31/08/2015,T. Kinet,Pipnat,ChiroSp,Principal,Pip35,2,Pipnat,2,2014,7,15,22,29,15/07/2014,22:29,15/07/2014,LIFEB,6,42,88,7,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2630,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140715_231504_000.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,15,23,15,15/07/2014,23:15,15/07/2014,LIFEB,20,108,0,8,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2631,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140715_232511_809.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,15,23,25,15/07/2014,23:25,15/07/2014,LIFEB,32,109,0,9,0,1,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2635,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140715_233605_606.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,15,23,36,15/07/2014,23:36,15/07/2014,LIFEB,15,109,34,10,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2642,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140715_234225_348.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,15,23,42,15/07/2014,23:42,15/07/2014,LIFEB,15,108,27,8,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2651,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140715_235053_892.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,15,23,50,15/07/2014,23:50,15/07/2014,LIFEB,20,109,41,9,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2845,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140716_031004_000.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Myosp,1,Myodas,1,2014,7,16,3,10,16/07/2014,3:10,15/07/2014,LIFEB,3,36,0,6,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
2916,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140716_041133_608.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,16,4,11,16/07/2014,4:11,15/07/2014,LIFEB,23,107,0,9,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
4555,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 1/,LIFEC_0_20140716_043634_610.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,7,Myoema,0,2014,7,16,4,36,16/07/2014,4:36,15/07/2014,LIFEC,24,55,65,2,1,0,Basse Wimbe Biran Comogne point 1,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
9535,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Basse Wimbe Biran Comogne point 3/,LIFEE_0_20140715_223528_380.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,9,Pipnat,9,2014,7,15,22,35,15/07/2014,22:35,15/07/2014,LIFEE,41,41,95,10,1,0,Basse Wimbe Biran Comogne point 3,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
9536,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Basse Wimbe Biran Comogne point 3/,LIFEE_0_20140715_223533_381.wav,31/08/2015,T. Kinet,Pipnat,Pip35,Principal,Pip35,10,Pipnat,5,2014,7,15,22,35,15/07/2014,22:35,15/07/2014,LIFEE,4,40,95,6,0,0,Basse Wimbe Biran Comogne point 3,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
9540,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Basse Wimbe Biran Comogne point 3/,LIFEE_0_20140715_224156_662.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,8,Pipnat,8,2014,7,15,22,41,15/07/2014,22:41,15/07/2014,LIFEE,33,41,94,8,0,0,Basse Wimbe Biran Comogne point 3,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
9560,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Basse Wimbe Biran Comogne point 3/,LIFEE_0_20140715_233504_000.wav,31/08/2015,T. Kinet,ENVsp,ChiroSp,Principal,ENVsp,2,Nycnoc,2,2014,7,15,23,35,15/07/2014,23:35,15/07/2014,LIFEE,3,23,0,5,0,0,Basse Wimbe Biran Comogne point 3,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
1201,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Revogne point 2/,LIFEA_0_20140717_042504_000.wav,15/09/2015,P. Nyssen,PippiT,ChiroSp,Principal,Barbar,0,Barbar,0,2014,7,17,4,25,17/07/2014,4:25,16/07/2014,LIFEA,2,43,0,5,2,0,Revogne point 2,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Cours d'eau - fleuves et gd rivières (L >10 m),Bande boisée et alignement d'arbres
3403,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140716_230243_280.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,16,23,2,16/07/2014,23:02,16/07/2014,LIFEB,17,107,16,9,1,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
3532,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140717_002432_238.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Myosp,1,Myomyo,1,2014,7,17,0,24,17/07/2014,0:24,16/07/2014,LIFEB,2,33,0,3,2,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
3537,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140717_003159_042.wav,31/08/2015,T. Kinet,Rhihip,Rhihip,Principal,Rhisp,10,Rhihip,10,2014,7,17,0,31,17/07/2014,0:31,16/07/2014,LIFEB,24,107,0,9,4,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
3690,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140717_031326_444.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,7,Myoema,1,2014,7,17,3,13,17/07/2014,3:13,16/07/2014,LIFEB,5,56,65,4,0,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
3694,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Revogne point 1/,LIFEB_0_20140717_032101_031.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,3,Pipnat,2,2014,7,17,3,21,17/07/2014,3:21,16/07/2014,LIFEB,19,42,107,7,3,0,Revogne point 1,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,"Pelouse, Lande",Arbre isolé
4623,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 1/,LIFEC_0_20140717_043210_835.wav,15/09/2015,P. Nyssen,Myosp,ChiroSp,Principal,Myosp,3,Myoema,1,2014,7,17,4,32,17/07/2014,4:32,16/07/2014,LIFEC,8,54,91,2,0,0,Basse Wimbe Biran Comogne point 1,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
2,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Basse Wimbe Biran Comogne point 4/,LIFEA_0_20140717_223200_132.wav,31/08/2015,T. Kinet,ENVsp,ENVsp,Principal,ENVsp,10,Nycnoc,0,2014,7,17,22,32,17/07/2014,22:32,17/07/2014,LIFEA,20,26,75,10,6,0,Basse Wimbe Biran Comogne point 4,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
1469,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Basse Wimbe Biran Comogne point 5/,LIFEB_0_20140717_231409_000.wav,31/08/2015,T. Kinet,ENVsp,ENVsp,Principal,ENVsp,10,Eptnil,5,2014,7,17,23,14,17/07/2014,23:14,17/07/2014,LIFEB,14,29,162,9,3,0,Basse Wimbe Biran Comogne point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,buissons isolés
1495,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Basse Wimbe Biran Comogne point 5/,LIFEB_0_20140718_031328_931.wav,15/09/2015,P. Nyssen,Myomyo,Myosp,Principal,Myosp,8,Myomyo,1,2014,7,18,3,13,18/07/2014,3:13,17/07/2014,LIFEB,21,27,213,8,0,1,Basse Wimbe Biran Comogne point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,buissons isolés
4678,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 6/,LIFEC_0_20140718_000737_473.wav,31/08/2015,T. Kinet,PippiT,ChiroSp,Principal,Pip35,1,Pipnat,1,2014,7,18,0,7,18/07/2014,0:07,17/07/2014,LIFEC,15,42,195,9,0,0,Basse Wimbe Biran Comogne point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
4691,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 6/,LIFEC_0_20140718_012103_623.wav,31/08/2015,T. Kinet,ENVsp,ENVsp,Principal,ENVsp,10,Nycnoc,0,2014,7,18,1,21,18/07/2014,1:21,17/07/2014,LIFEC,7,23,272,10,0,0,Basse Wimbe Biran Comogne point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
8740,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Chanly point 1/,LIFED_0_20140717_224447_142.wav,15/09/2015,P. Nyssen,Eptser,ChiroSp,Principal,Myosp,0,Myomyo,0,2014,7,17,22,44,17/07/2014,22:44,17/07/2014,LIFED,16,30,57,7,4,2,Chanly point 1,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie,Haie
10059,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Ry d'Howisse point 1/,LIFEE_0_20140718_001014_535.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,7,Myoema,5,2014,7,18,0,10,18/07/2014,0:10,17/07/2014,LIFEE,12,58,71,0,0,0,Ry d'Howisse point 1,S. Chapoulie,SM2-E,A4,LIFE Prairies bocagères,"Pelouse, Lande",Bande boisée et alignement d'arbres
10062,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Ry d'Howisse point 1/,LIFEE_0_20140718_001040_344.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,7,Myoema,2,2014,7,18,0,10,18/07/2014,0:10,17/07/2014,LIFEE,8,59,0,0,0,0,Ry d'Howisse point 1,S. Chapoulie,SM2-E,A4,LIFE Prairies bocagères,"Pelouse, Lande",Bande boisée et alignement d'arbres
10063,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Ry d'Howisse point 1/,LIFEE_0_20140718_001045_575.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,7,Myoema,4,2014,7,18,0,10,18/07/2014,0:10,17/07/2014,LIFEE,7,56,55,0,0,0,Ry d'Howisse point 1,S. Chapoulie,SM2-E,A4,LIFE Prairies bocagères,"Pelouse, Lande",Bande boisée et alignement d'arbres
64,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Basse Wimbe Biran Comogne point 4/,LIFEA_0_20140719_002543_563.wav,15/09/2015,P. Nyssen,Eptser,ENVsp,Principal,ENVsp,7,Eptser,3,2014,7,19,0,25,19/07/2014,0:25,18/07/2014,LIFEA,33,29,88,8,4,0,Basse Wimbe Biran Comogne point 4,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
65,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Basse Wimbe Biran Comogne point 4/,LIFEA_0_20140719_002548_564.wav,15/09/2015,P. Nyssen,Eptser,ChiroSp,Principal,Myosp,1,Myodas,1,2014,7,19,0,25,19/07/2014,0:25,18/07/2014,LIFEA,6,35,37,6,6,1,Basse Wimbe Biran Comogne point 4,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
