Num,Dossier,Fichier,Date_validation,Validation,Id,Id_avant validation,Contact,Groupe,IGp,Espece,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Site,Opérateur,Machine,Action,Projet,Habitat1,Habitat2
94,G:/SM2 Projet life prairie bocagère 2014/sm2 a/Basse Wimbe Biran Comogne point 4/,LIFEA_0_20140719_032433_579.wav,31/08/2015,T. Kinet,Pipnat,Pip35,Principal,Pip35,6,Pipnat,5,2014,7,19,3,24,19/07/2014,3:24,18/07/2014,LIFEA,17,41,187,7,0,0,Basse Wimbe Biran Comogne point 4,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
1680,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Basse Wimbe Biran Comogne point 5/,LIFEB_0_20140718_231150_372.wav,31/08/2015,T. Kinet,PippiT,ChiroSp,Secondaire,Pip35,8,Pipnat,8,2014,7,18,23,11,18/07/2014,23:11,18/07/2014,LIFEB,6,41,283,7,2,0,Basse Wimbe Biran Comogne point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,buissons isolés
1680,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Basse Wimbe Biran Comogne point 5/,LIFEB_0_20140718_231150_372.wav,31/08/2015,T. Kinet,Pipnat,ChiroSp,Principal,Pip35,8,Pipnat,8,2014,7,18,23,11,18/07/2014,23:11,18/07/2014,LIFEB,6,41,283,7,2,0,Basse Wimbe Biran Comogne point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,buissons isolés
1756,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Basse Wimbe Biran Comogne point 5/,LIFEB_0_20140719_045157_577.wav,31/08/2015,T. Kinet,PippiT,Pipnat,Principal,Pip35,10,Pipnat,9,2014,7,19,4,51,19/07/2014,4:51,18/07/2014,LIFEB,45,41,86,10,1,0,Basse Wimbe Biran Comogne point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,buissons isolés
1757,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Basse Wimbe Biran Comogne point 5/,LIFEB_0_20140719_045202_578.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,10,Pipnat,7,2014,7,19,4,52,19/07/2014,4:52,18/07/2014,LIFEB,3,40,0,5,0,0,Basse Wimbe Biran Comogne point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,buissons isolés
4725,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 6/,LIFEC_0_20140719_001323_492.wav,31/08/2015,T. Kinet,ENVsp,ENVsp,Principal,ENVsp,8,Eptser,0,2014,7,19,0,13,19/07/2014,0:13,18/07/2014,LIFEC,13,28,0,10,5,0,Basse Wimbe Biran Comogne point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
4726,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 6/,LIFEC_0_20140719_001323_492.wav,31/08/2015,T. Kinet,ENVsp,ChiroSp,Secondaire,Pip50,0,Pippyg,0,2014,7,19,0,13,19/07/2014,0:13,18/07/2014,LIFEC,2,57,0,0,0,0,Basse Wimbe Biran Comogne point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
4741,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 6/,LIFEC_0_20140719_012430_078.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,5,Pipnat,5,2014,7,19,1,24,19/07/2014,1:24,18/07/2014,LIFEC,20,42,109,10,1,0,Basse Wimbe Biran Comogne point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
4743,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 6/,LIFEC_0_20140719_014042_052.wav,31/08/2015,T. Kinet,Pipnat,Pip35,Principal,Pip35,7,Pipnat,5,2014,7,19,1,40,19/07/2014,1:40,18/07/2014,LIFEC,30,41,113,10,1,0,Basse Wimbe Biran Comogne point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
4762,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Basse Wimbe Biran Comogne point 6/,LIFEC_0_20140719_025012_604.wav,31/08/2015,T. Kinet,ENVsp,ENVsp,Principal,ENVsp,10,Nycnoc,3,2014,7,19,2,50,19/07/2014,2:50,18/07/2014,LIFEC,22,27,168,10,0,0,Basse Wimbe Biran Comogne point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
9004,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Chanly point 1/,LIFED_0_20140718_235039_507.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,7,Pipnat,6,2014,7,18,23,50,18/07/2014,23:50,18/07/2014,LIFED,8,41,105,9,0,0,Chanly point 1,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie,Haie
9010,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Chanly point 1/,LIFED_0_20140719_004305_000.wav,15/09/2015,P. Nyssen,PippiT,ChiroSp,Principal,Barbar,0,Barbar,0,2014,7,19,0,43,19/07/2014,0:43,18/07/2014,LIFED,2,43,0,5,3,0,Chanly point 1,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie,Haie
9044,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Chanly point 1/,LIFED_0_20140719_012910_678.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,6,Pipnat,6,2014,7,19,1,29,19/07/2014,1:29,18/07/2014,LIFED,14,42,107,7,0,0,Chanly point 1,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie,Haie
9079,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Chanly point 1/,LIFED_0_20140719_031934_016.wav,15/09/2015,P. Nyssen,Myomys,Myosp,Principal,Myosp,7,Myoema,1,2014,7,19,3,19,19/07/2014,3:19,18/07/2014,LIFED,116,65,35,3,3,2,Chanly point 1,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie,Haie
9082,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Chanly point 1/,LIFED_0_20140719_033343_097.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,6,Myoema,0,2014,7,19,3,33,19/07/2014,3:33,18/07/2014,LIFED,29,54,54,1,0,0,Chanly point 1,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie,Haie
9089,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Chanly point 1/,LIFED_0_20140719_034108_211.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,6,Myoema,0,2014,7,19,3,41,19/07/2014,3:41,18/07/2014,LIFED,24,56,0,2,0,0,Chanly point 1,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie,Haie
1325,H:/SM2 Projet life prairie bocagère 2014/sm2 a/Ry d'Howisse point 2/,LIFEA_0_20140720_012215_299.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,3,Pipnat,3,2014,7,20,1,22,20/07/2014,1:22,19/07/2014,LIFEA,16,42,183,8,1,0,Ry d'Howisse point 2,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
4065,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Ry d'Howisse point 3/,LIFEB_0_20140719_235232_806.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,4,Pipkuh,2,2014,7,19,23,52,19/07/2014,23:52,19/07/2014,LIFEB,57,39,23,5,8,0,Ry d'Howisse point 3,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,Haie
4139,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Ry d'Howisse point 3/,LIFEB_0_20140720_025145_431.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,10,Pipnat,10,2014,7,20,2,51,20/07/2014,2:51,19/07/2014,LIFEB,6,41,190,5,0,0,Ry d'Howisse point 3,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie/culture,Haie
4820,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 4/,LIFEC_0_20140719_214855_614.wav,31/08/2015,T. Kinet,Nycnoc,Nycnoc,Principal,ENVsp,8,Nycnoc,8,2014,7,19,21,48,19/07/2014,21:48,19/07/2014,LIFEC,20,20,0,9,6,0,Behotte point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
4823,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 4/,LIFEC_0_20140719_214916_604.wav,31/08/2015,T. Kinet,Nycnoc,Nycnoc,Principal,ENVsp,8,Nycnoc,8,2014,7,19,21,49,19/07/2014,21:49,19/07/2014,LIFEC,9,21,0,10,2,0,Behotte point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
7203,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 2/,LIFED_0_20140719_215344_421.wav,31/08/2015,T. Kinet,Nycnoc,Nycnoc,Principal,ENVsp,6,Nycnoc,6,2014,7,19,21,53,19/07/2014,21:53,19/07/2014,LIFED,10,22,156,9,2,0,Behotte point 2,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
7204,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 2/,LIFED_0_20140719_223028_679.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,4,Pipnat,4,2014,7,19,22,30,19/07/2014,22:30,19/07/2014,LIFED,49,43,85,9,1,0,Behotte point 2,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
7205,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 2/,LIFED_0_20140719_223033_680.wav,31/08/2015,T. Kinet,Pipnat,ChiroSp,Principal,Pip35,3,Pipnat,2,2014,7,19,22,30,19/07/2014,22:30,19/07/2014,LIFED,8,42,90,6,0,0,Behotte point 2,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
7284,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 2/,LIFED_0_20140719_224947_711.wav,31/08/2015,T. Kinet,Pip35,ChiroSp,Principal,Pip35,1,Pipkuh,0,2014,7,19,22,49,19/07/2014,22:49,19/07/2014,LIFED,14,53,62,4,0,0,Behotte point 2,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
7459,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 2/,LIFED_0_20140720_044521_755.wav,31/08/2015,T. Kinet,Pipnat,ChiroSp,Principal,Pip35,3,Pipnat,3,2014,7,20,4,45,20/07/2014,4:45,19/07/2014,LIFED,1,45,0,7,0,0,Behotte point 2,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
1390,H:/SM2 Projet life prairie bocagère 2014/sm2 a/Ry d'Howisse point 2/,LIFEA_0_20140720_224957_292.wav,31/08/2015,T. Kinet,Pipnat,ChiroSp,Principal,Pip35,2,Pipnat,2,2014,7,20,22,49,20/07/2014,22:49,20/07/2014,LIFEA,9,42,171,9,0,0,Ry d'Howisse point 2,S. Chapoulie,SM2-A,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
4946,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 4/,LIFEC_0_20140720_221901_728.wav,15/09/2015,P. Nyssen,Eptser,ChiroSp,Principal,Myosp,1,Myomyo,1,2014,7,20,22,19,20/07/2014,22:19,20/07/2014,LIFEC,16,34,67,3,5,0,Behotte point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
4950,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 4/,LIFEC_0_20140720_223811_967.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,6,Myoema,3,2014,7,20,22,38,20/07/2014,22:38,20/07/2014,LIFEC,26,59,46,3,0,0,Behotte point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
4951,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 4/,LIFEC_0_20140720_223820_584.wav,15/09/2015,P. Nyssen,Myoema,ChiroSp,Principal,Myosp,5,Myoema,3,2014,7,20,22,38,20/07/2014,22:38,20/07/2014,LIFEC,21,59,44,1,0,0,Behotte point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
4952,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 4/,LIFEC_0_20140720_223855_150.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,6,Myoema,0,2014,7,20,22,38,20/07/2014,22:38,20/07/2014,LIFEC,29,57,0,1,1,0,Behotte point 4,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
7794,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 2/,LIFED_0_20140721_044105_874.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Myosp,2,Myoema,0,2014,7,21,4,41,21/07/2014,4:41,20/07/2014,LIFED,5,53,50,3,0,0,Behotte point 2,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Prairie/culture,Bande boisée et alignement d'arbres
9686,H:/SM2 Projet life prairie bocagère 2014/sm2 e/Behotte point 1/,LIFEE_0_20140720_224631_634.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,9,Myoema,2,2014,7,20,22,46,20/07/2014,22:46,20/07/2014,LIFEE,48,58,0,4,0,0,Behotte point 1,S. Chapoulie,SM2-E,D3,LIFE Prairies bocagères,Prairie/culture,Haie
1825,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Behotte point 5/,LIFEB_0_20140722_011714_967.wav,31/08/2015,T. Kinet,Pipnat,ChiroSp,Principal,Pip35,3,Pipnat,2,2014,7,22,1,17,22/07/2014,1:17,21/07/2014,LIFEB,31,42,102,9,0,0,Behotte point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
1836,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Behotte point 5/,LIFEB_0_20140722_034046_084.wav,15/09/2015,P. Nyssen,Myomyo,Myosp,Principal,Myosp,7,Myomyo,5,2014,7,22,3,40,22/07/2014,3:40,21/07/2014,LIFEB,22,33,111,8,0,0,Behotte point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
5265,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 6/,LIFEC_0_20140722_001350_372.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,ENVsp,1,Nycnoc,1,2014,7,22,0,13,22/07/2014,0:13,21/07/2014,LIFEC,1,27,0,8,7,0,Behotte point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
7964,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140721_215905_000.wav,31/08/2015,T. Kinet,Myosp,Pippyg,Principal,Pip50,10,Pippyg,6,2014,7,21,21,59,21/07/2014,21:59,21/07/2014,LIFED,7,56,0,4,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
7978,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140721_220153_409.wav,31/08/2015,T. Kinet,Myosp,Pip50,Principal,Pip50,9,Pippyg,5,2014,7,21,22,1,21/07/2014,22:01,21/07/2014,LIFED,7,51,0,4,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
7982,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140721_220404_000.wav,31/08/2015,T. Kinet,ChiroSp,Pippyg,Principal,Pip50,7,Pippyg,6,2014,7,21,22,4,21/07/2014,22:04,21/07/2014,LIFED,2,55,0,4,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
7994,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140721_221212_567.wav,31/08/2015,T. Kinet,ChiroSp,Pip50,Principal,Pip50,7,Pippyg,1,2014,7,21,22,12,21/07/2014,22:12,21/07/2014,LIFED,4,54,228,5,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8063,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140721_225447_075.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,0,Pipnat,0,2014,7,21,22,54,21/07/2014,22:54,21/07/2014,LIFED,2,44,0,2,1,4,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8182,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140721_235312_704.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,9,Myoema,1,2014,7,21,23,53,21/07/2014,23:53,21/07/2014,LIFED,9,53,0,2,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8219,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140722_023603_243.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,6,Myoema,0,2014,7,22,2,36,22/07/2014,2:36,21/07/2014,LIFED,27,55,59,3,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
1896,H:/SM2 Projet life prairie bocagère 2014/sm2 b/Behotte point 5/,LIFEB_0_20140723_002408_990.wav,31/08/2015,T. Kinet,PippiT,Pipnat,Principal,Pip35,6,Pipnat,6,2014,7,23,0,24,23/07/2014,0:24,22/07/2014,LIFEB,22,42,172,10,2,0,Behotte point 5,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,Bande boisée et alignement d'arbres
5510,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 6/,LIFEC_0_20140722_223815_572.wav,15/09/2015,P. Nyssen,Eptser,ChiroSp,Principal,Myosp,0,Myomyo,0,2014,7,22,22,38,22/07/2014,22:38,22/07/2014,LIFEC,29,32,110,6,3,1,Behotte point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
5511,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 6/,LIFEC_0_20140722_223820_730.wav,15/09/2015,P. Nyssen,Eptser,ChiroSp,Principal,ENVsp,4,Eptser,3,2014,7,22,22,38,22/07/2014,22:38,22/07/2014,LIFEC,51,29,79,9,3,1,Behotte point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
5513,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 6/,LIFEC_0_20140722_223937_616.wav,15/09/2015,P. Nyssen,Myoema,Myosp,Principal,Myosp,8,Myoema,4,2014,7,22,22,39,22/07/2014,22:39,22/07/2014,LIFEC,7,56,0,1,0,0,Behotte point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
5518,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 6/,LIFEC_0_20140722_225935_166.wav,31/08/2015,T. Kinet,Pipnat,Pipnat,Principal,Pip35,10,Pipnat,10,2014,7,22,22,59,22/07/2014,22:59,22/07/2014,LIFEC,30,41,110,8,1,0,Behotte point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
5592,H:/SM2 Projet life prairie bocagère 2014/sm2 c/Behotte point 6/,LIFEC_0_20140723_034037_580.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Barbar,2,Barbar,0,2014,7,23,3,40,23/07/2014,3:40,22/07/2014,LIFEC,1,34,0,3,0,0,Behotte point 6,S. Chapoulie,SM2-C,D3,LIFE Prairies bocagères,Prairie/culture,Haie
8248,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140722_215919_675.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,6,Myoema,0,2014,7,22,21,59,22/07/2014,21:59,22/07/2014,LIFED,25,57,32,3,2,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8327,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140722_221305_000.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip50,0,Pippyg,0,2014,7,22,22,13,22/07/2014,22:13,22/07/2014,LIFED,2,56,0,3,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8372,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140722_222116_971.wav,15/09/2015,P. Nyssen,Myosp,ChiroSp,Principal,Myosp,0,Myoema,0,2014,7,22,22,21,22/07/2014,22:21,22/07/2014,LIFED,12,54,84,4,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8440,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140722_231353_707.wav,15/09/2015,P. Nyssen,Myosp,ChiroSp,Principal,Myosp,4,Myoema,2,2014,7,22,23,13,22/07/2014,23:13,22/07/2014,LIFED,5,53,51,2,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8441,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140722_231402_866.wav,15/09/2015,P. Nyssen,Myosp,Myosp,Principal,Myosp,9,Myoema,1,2014,7,22,23,14,22/07/2014,23:14,22/07/2014,LIFED,3,55,115,2,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
8602,H:/SM2 Projet life prairie bocagère 2014/sm2 d/Behotte point 7/,LIFED_0_20140723_052804_000.wav,31/08/2015,T. Kinet,ChiroSp,ChiroSp,Principal,Pip35,1,Pipkuh,1,2014,7,23,5,28,23/07/2014,5:28,22/07/2014,LIFED,1,53,124,3,0,0,Behotte point 7,S. Chapoulie,SM2-D,D3,LIFE Prairies bocagères,Lisière vraie (milieu ouvert/milieux forestier),Haie
993,G:/SM2 Projet life prairie bocagère 2014/sm2 a/La prée point 4/,LIFEA_0_20140724_233810_506.wav,15/09/2015,P. Nyssen,Myosp,ChiroSp,Principal,Myosp,3,Myoema,0,2014,7,24,23,38,24/07/2014,23:38,24/07/2014,LIFEA,9,50,0,1,0,0,La pree point 4,S. Chapoulie,SM2-A,A4,LIFE Prairies bocagères,Culture,Haie
998,G:/SM2 Projet life prairie bocagère 2014/sm2 a/La prée point 4/,LIFEA_0_20140725_014408_800.wav,15/09/2015,P. Nyssen,Myosp,ChiroSp,Principal,Myosp,4,Myoema,2,2014,7,25,1,44,25/07/2014,1:44,24/07/2014,LIFEA,6,52,0,0,0,0,La pree point 4,S. Chapoulie,SM2-A,A4,LIFE Prairies bocagères,Culture,Haie
1000,G:/SM2 Projet life prairie bocagère 2014/sm2 a/La prée point 4/,LIFEA_0_20140725_033204_409.wav,15/09/2015,P. Nyssen,Myosp,ChiroSp,Principal,Myosp,1,Myoema,0,2014,7,25,3,32,25/07/2014,3:32,24/07/2014,LIFEA,3,53,0,0,0,0,La pree point 4,S. Chapoulie,SM2-A,A4,LIFE Prairies bocagères,Culture,Haie
2141,H:/SM2 Projet life prairie bocagère 2014/sm2 b/La prée point 2/,LIFEB_0_20140724_225743_873.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,Myosp,0,Myodas,0,2014,7,24,22,57,24/07/2014,22:57,24/07/2014,LIFEB,73,33,25,8,9,5,La pree point 2,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,buissons isolés
2142,H:/SM2 Projet life prairie bocagère 2014/sm2 b/La prée point 2/,LIFEB_0_20140724_225743_873.wav,15/09/2015,P. Nyssen,PippiT,PippiT,Secondaire,Pip50,8,PippiT,8,2014,7,24,22,57,24/07/2014,22:57,24/07/2014,LIFEB,22,43,19,9,6,0,La pree point 2,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,buissons isolés
2143,H:/SM2 Projet life prairie bocagère 2014/sm2 b/La prée point 2/,LIFEB_0_20140724_225743_873.wav,15/09/2015,P. Nyssen,ChiroSp,Eptnil,Tertiaire,ENVsp,10,Eptnil,9,2014,7,24,22,57,24/07/2014,22:57,24/07/2014,LIFEB,7,29,13,9,5,0,La pree point 2,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,buissons isolés
2198,H:/SM2 Projet life prairie bocagère 2014/sm2 b/La prée point 2/,LIFEB_0_20140725_002019_918.wav,15/09/2015,P. Nyssen,Eptser,ChiroSp,Principal,Myosp,0,Myomyo,0,2014,7,25,0,20,25/07/2014,0:20,24/07/2014,LIFEB,19,31,91,6,3,0,La pree point 2,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,buissons isolés
2217,H:/SM2 Projet life prairie bocagère 2014/sm2 b/La prée point 2/,LIFEB_0_20140725_053815_497.wav,15/09/2015,P. Nyssen,ChiroSp,ChiroSp,Principal,ENVsp,0,Nyclas,0,2014,7,25,5,38,25/07/2014,5:38,24/07/2014,LIFEB,2,14,0,6,3,0,La pree point 2,S. Chapoulie,SM2-B,D3,LIFE Prairies bocagères,Prairie,buissons isolés
