Dossier,Fichier,Id_avant validation,Id,Validation,Contact,Groupe,IGp,Espece,ISp,Annee,Mois,Jour,Heure,Minute,Date,Temps,Date_nuit,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz,Site ,Zone,site Natura 2000,Habitat1,Habitat2,Machine,Opérateur,Projet
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180630_021727_881.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,2,Myoalc,1,2018,6,30,2,17,30/06/2018,2:17,29/06/2018,E-LPB,22,50,80,5,0,0,Behotte point 1,Famenne,BE35025,Prairie,"Route (induré, circulation véhicule rapide)",SM2-E,L. Pontet et D.Grison,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180629_040757_753.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,8,Myobec,3,2018,6,29,4,7,29/06/2018,4:07,28/06/2018,E-LPB,22,46,117,6,0,0,Behotte point 1,Famenne,BE35025,Prairie,"Route (induré, circulation véhicule rapide)",SM2-E,L. Pontet et D.Grison,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180807_220109_000.wav,Myosp,Myodau,C. Brabant,Principal,Myosp,7,Myobra,1,2018,8,7,22,1,7/08/2018,22:01,7/08/2018,A-LPB,22,44,0,3,2,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2A/WAV/,A-LPB_20180814_225434_229.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myobec,2,2018,8,14,22,54,14/08/2018,22:54,14/08/2018,A-LPB,21,40,102,5,0,0,La Prée/sous le polonais,Fagne,BE35027,Prairie,Haie,SM2-A,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180816_021127_449.wav,Myosp,Myodau,C. Brabant,Principal,Myosp,6,Myobec,4,2018,8,16,2,11,16/08/2018,2:11,15/08/2018,D-LPB,21,37,121,7,1,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180610_031126_138.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,10,Myobra,2,2018,6,10,3,11,10/06/2018,3:11,9/06/2018,A-LPB,21,45,87,5,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180616_001759_773.wav,ChiroSp,ChiroSp,C. Brabant,Principal,Myosp,2,Myoalc,2,2018,6,16,0,17,16/06/2018,0:17,15/06/2018,E-LPB,20,54,77,6,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_002949_901.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,10,Myomys,2,2018,8,9,0,29,9/08/2018,0:29,8/08/2018,C-LPB,20,49,84,5,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2D/WAV/,D-LPB_20180710_230540_729.wav,ChiroSp,Myosp,P. Nyssen,Principal,Myosp,1,Myobec,0,2018,8,7,23,5,7/08/2018,23:05,7/08/2018,D-LPB,19,37,102,2,2,0,Réserve d'Aye,Famenne,hors sites,Prairie,Arbre isolé,SM2-D,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180815_215828_767.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,8,Myobra,2,2018,8,15,21,58,15/08/2018,21:58,15/08/2018,D-LPB,19,45,88,5,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180816_003636_149.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,2,2018,8,16,0,36,16/08/2018,0:36,15/08/2018,D-LPB,19,46,90,5,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180816_230602_757.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,1,2018,8,16,23,6,16/08/2018,23:06,16/08/2018,D-LPB,19,49,0,2,1,0,verger olivier kints,Condroz,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180608_231804_607.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myoema,1,2018,6,8,23,18,8/06/2018,23:18,8/06/2018,A-LPB,19,50,80,5,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180619_225711_661.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myonat,3,2018,6,19,22,57,19/06/2018,22:57,19/06/2018,E-LPB,19,39,74,4,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2A/WAV/,A-LPB_20180815_224512_289.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,3,Myonat,3,2018,8,15,22,45,15/08/2018,22:45,15/08/2018,A-LPB,19,28,110,5,3,0,La Prée/sous le polonais,Fagne,BE35027,Prairie,Haie,SM2-A,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180616_042955_637.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,2,Myoema,1,2018,6,16,4,29,16/06/2018,4:29,15/06/2018,E-LPB,19,51,90,5,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180807_234753_377.wav,ChiroSp,Myomyo,P. Nyssen,Principal,Myosp,4,Myomyo,2,2018,8,7,23,47,7/08/2018,23:47,7/08/2018,C-LPB,19,35,129,7,1,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_044633_360.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,9,Myomys,1,2018,8,9,4,46,9/08/2018,4:46,8/08/2018,C-LPB,19,47,91,6,1,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180608_231455_062.wav,ChiroSp,PippiT,C. Brabant,Principal,Myosp,3,Myoalc,3,2018,6,8,23,14,8/06/2018,23:14,8/06/2018,A-LPB,18,52,83,6,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180609_025158_639.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myoalc,2,2018,6,9,2,51,9/06/2018,2:51,8/06/2018,A-LPB,18,48,99,6,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180808_221114_000.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,3,Myobra,3,2018,8,8,22,11,8/08/2018,22:11,8/08/2018,A-LPB,18,43,0,5,1,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180816_040550_726.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,8,Myobra,2,2018,8,16,4,5,16/08/2018,4:05,15/08/2018,D-LPB,18,45,90,5,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180815_222440_646.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myoema,1,2018,8,15,22,24,15/08/2018,22:24,15/08/2018,C-LPB,18,50,0,3,1,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180611_020309_548.wav,Myosp,Myodau,C. Brabant,Principal,Myosp,9,Myobra,3,2018,6,11,2,3,11/06/2018,2:03,10/06/2018,A-LPB,17,44,82,4,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2D/WAV/,D-LPB_20180712_001009_000.wav,ChiroSp,Myoalc,C. Brabant,Principal,Myosp,4,Myobra,4,2018,8,9,0,10,9/08/2018,0:10,8/08/2018,D-LPB,17,47,86,2,1,0,Réserve d'Aye,Famenne,hors sites,Prairie,Arbre isolé,SM2-D,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180816_215205_988.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,3,Myoema,1,2018,8,16,21,52,16/08/2018,21:52,16/08/2018,D-LPB,17,49,48,3,0,0,verger olivier kints,Condroz,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180814_222027_301.wav,ChiroSp,Myomyo,C. Brabant,Principal,Myosp,4,Myomyo,4,2018,8,14,22,20,14/08/2018,22:20,14/08/2018,D-LPB,17,33,124,6,4,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180629_033855_225.wav,ChiroSp,ChiroSp,C. Brabant,Principal,Myosp,2,Myoalc,2,2018,6,29,3,38,29/06/2018,3:38,28/06/2018,E-LPB,16,50,96,5,0,0,Behotte point 1,Famenne,BE35025,Prairie,"Route (induré, circulation véhicule rapide)",SM2-E,L. Pontet et D.Grison,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180815_004047_447.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,7,Myobra,2,2018,8,15,0,40,15/08/2018,0:40,14/08/2018,C-LPB,16,47,0,3,0,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180808_220204_000.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,8,8,22,2,8/08/2018,22:02,8/08/2018,A-LPB,16,43,0,4,1,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180627_230804_000.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,8,Myonat,4,2018,6,27,23,8,27/06/2018,23:08,27/06/2018,A-LPB,16,43,103,5,0,0,Verger Marie Quoilin,Famenne,hors sites,Lisière vraie (milieu ouvert/milieux forestier),Bande boisée et alignement d'arbres,SM2-A,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2A/WAV/,A-LPB_20180815_021952_754.wav,Myonat,Myonat,C. Brabant,Principal,Myosp,10,Myonat,10,2018,8,15,2,19,15/08/2018,2:19,14/08/2018,A-LPB,16,36,54,1,0,0,La Prée/sous le polonais,Fagne,BE35027,Prairie,Haie,SM2-A,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180701_001207_527.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,9,Myobec,3,2018,7,1,0,12,1/07/2018,0:12,30/06/2018,D-LPB,15,40,99,4,1,0,Basse Wimbe point 3,Famenne,BE35038,Prairie,"Chemin (induré, circulation véhicule lents)",SM2-D,L. Pontet et D.Grison,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180617_034358_122.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,3,2018,6,17,3,43,17/06/2018,3:43,16/06/2018,D-LPB,15,47,66,4,0,0,Réserve Naturelle du Couputienne point 1,Fagne,BE35030,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-D,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180807_221109_000.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,3,2018,8,7,22,11,7/08/2018,22:11,7/08/2018,A-LPB,15,43,82,4,0,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2A/WAV/,A-LPB_20180808_221449_000.wav,ChiroSp,Myosp,P. Nyssen,Principal,Myosp,4,Myonat,4,2018,8,8,22,14,8/08/2018,22:14,8/08/2018,A-LPB,15,33,120,4,0,0,Réserve d'Aye,Famenne,hors sites,Prairie,Bande boisée et alignement d'arbres,SM2-A,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180628_041751_463.wav,Myosp,Myoema,C. Brabant,Principal,Myosp,9,Myoema,4,2018,6,28,4,17,28/06/2018,4:17,27/06/2018,E-LPB,15,56,89,5,0,0,Château Lavaux,Famenne,BE35037,Prairie,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180609_010417_667.wav,Myosp,Myosp,P. Nyssen,Principal,Myosp,10,Myoema,1,2018,6,9,1,4,9/06/2018,1:04,8/06/2018,A-LPB,14,56,96,4,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180814_020402_241.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,3,2018,8,14,2,4,14/08/2018,2:04,13/08/2018,E-LPB,14,49,77,4,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180816_220549_850.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,3,2018,8,16,22,5,16/08/2018,22:05,16/08/2018,E-LPB,14,44,90,4,0,0,Baquet grande fagne,Fagne,BE35019,Plan d'eau - mare (< 50m²),Haie,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180627_231528_693.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,9,Myoema,1,2018,6,27,23,15,27/06/2018,23:15,27/06/2018,D-LPB,14,52,65,3,0,0,Basse Wimbe point 4,Famenne,BE35037,Prairie,Haie,SM2-D,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180815_041609_929.wav,Myosp,Myoema,C. Brabant - P. Nyssen,Principal,Myosp,7,Myoema,3,2018,8,15,4,16,15/08/2018,4:16,14/08/2018,C-LPB,14,50,54,2,0,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180814_021027_649.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myoema,1,2018,8,14,2,10,14/08/2018,2:10,13/08/2018,D-LPB,14,50,100,6,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2D/WAV/,D-LPB_20180614_000143_269.wav,Myosp,Myomyo,C. Brabant,Principal,Myosp,6,Myobec,3,2018,6,14,0,1,14/06/2018,0:01,13/06/2018,D-LPB,13,35,117,6,0,0,La prée point 4,Fagne,BE35027,Lisière vraie (milieu ouvert/milieux forestier),Bande boisée et alignement d'arbres,SM2-D,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180608_025608_049.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,3,2018,6,8,2,56,8/06/2018,2:56,7/06/2018,A-LPB,13,41,85,4,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2A/WAV/,A-LPB_20180610_230045_309.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,9,Myobra,2,2018,6,10,23,0,10/06/2018,23:00,10/06/2018,A-LPB,13,42,83,6,0,0,Virelles point 1,Fagne,BE32036,Lisière vraie (milieu ouvert/milieux forestier),Haie,SM2-A,L. Pontet et C. Brabant,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2E/WAV/,E-LPB_20180813_213048_273.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobra,3,2018,8,13,21,30,13/08/2018,21:30,13/08/2018,E-LPB,13,45,103,3,0,0,verger petigny jp jardin,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-E,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2C/WAV/,C-LPB_20180815_004608_291.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,8,Myobra,3,2018,8,15,0,46,15/08/2018,0:46,14/08/2018,C-LPB,13,47,93,4,0,0,verger aux roches baudoux,Fagne,BE35027,Prairie,Bande boisée et alignement d'arbres,SM2-C,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180814_222032_301.wav,ChiroSp,Myomyo,C. Brabant,Principal,Myosp,4,Myomyo,4,2018,8,14,22,20,14/08/2018,22:20,14/08/2018,D-LPB,13,32,124,5,2,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM4/WAV/,S4U00311_20180815_051516_000.wav,ChiroSp,Myomyo,C. Brabant,Principal,Myosp,4,Myomyo,4,2018,8,15,5,15,15/08/2018,5:15,14/08/2018,S4U00311,13,32,143,5,2,0,prés de virelles ug02,Fagne,BE32036,Prairie,Bande boisée et alignement d'arbres,SM24,O. Kints,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_042854_128.wav,ChiroSp,PippiT,P. Nyssen,Principal,Myosp,2,Myoalc,1,2018,8,9,4,28,9/08/2018,4:28,8/08/2018,C-LPB,12,47,97,8,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/Nouveau dossier/SM2D/WAV/,D-LPB_20180816_033038_081.wav,Myosp,Myosp,C. Brabant,Principal,Myosp,6,Myobec,2,2018,8,16,3,30,16/08/2018,3:30,15/08/2018,D-LPB,12,37,137,7,0,0,layon fil maillet,Fagne,BE35030,Forêt feuillue,Layons,SM2-D,O. Kints,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180619_024556_734.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,5,Myobra,4,2018,6,19,2,45,19/06/2018,2:45,18/06/2018,E-LPB,12,46,93,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180625_224617_763.wav,ChiroSp,Myonat,C. Brabant,Principal,Myosp,5,Myonat,5,2018,6,25,22,46,25/06/2018,22:46,25/06/2018,B-LPB,12,40,61,1,0,0,Froidlieu point 3,Famenne,BE35037,Prairie,Haie,SM2-B,L. Pontet,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_221808_813.wav,ChiroSp,ChiroSp,P. Nyssen,Principal,Myosp,3,Myoema,3,2018,8,8,22,18,8/08/2018,22:18,8/08/2018,C-LPB,12,56,0,4,1,2,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_050421_694.wav,ChiroSp,ChiroSp,P. Nyssen,Principal,Myosp,3,Myoema,3,2018,8,9,5,4,9/08/2018,5:04,8/08/2018,C-LPB,12,84,51,0,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180808_220519_469.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,10,Myomys,1,2018,8,8,22,5,8/08/2018,22:05,8/08/2018,C-LPB,12,48,77,6,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
G:/Life Prairies Bocagères/Reserve d'Aye/SM2C/WAV/,C-LPB_20180809_021106_631.wav,Myosp,Myomys,C. Brabant,Principal,Myosp,9,Myomys,2,2018,8,9,2,11,9/08/2018,2:11,8/08/2018,C-LPB,12,47,83,6,0,0,Réserve d'Aye,Famenne,hors sites,Forêt feuillue,,SM2-C,C. Brabant et P. Lighezzolo,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2B/WAV/,B-LPB_20180618_034851_969.wav,Myosp,Myodau,C. Brabant,Principal,Myosp,6,Myobra,3,2018,6,18,3,48,18/06/2018,3:48,17/06/2018,B-LPB,11,44,0,3,0,0,Feschaux point 3,Famenne,BE35034,Prairie,Haie,SM2-B,L. Pontet ,Life Prairies Bocagères
F:/Life Prairies Bocagères/SM2E/WAV/,E-LPB_20180616_010026_345.wav,ChiroSp,Myosp,C. Brabant,Principal,Myosp,4,Myobra,4,2018,6,16,1,0,16/06/2018,1:00,15/06/2018,E-LPB,11,45,86,3,0,0,Réserve du fil Maillet,Fagne,BE35030,Forêt feuillue,Bande boisée et alignement d'arbres,SM2-E,L. Pontet,Life Prairies Bocagères
