Dossier,Fichier,Site,Opérateur,Validation,Id,Id_avant validation,Contact,Groupe,IGp,Espece,ISp,Annee,Mois,Jour,Heure,Minute,Date,Temps,Date_nuit,Lieu,NbCris,Fdom,IntMed,Iqual,Ics,Ibuz
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190510_211015.wav,îlot chardons,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,10,21,10,10/05/2019,21:10,10/05/2019,S4U00311,5,47,80,6,1,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190510_213304.wav,îlot chardons,C. Brabant,C. Brabant,Pip50,Pip50,Principal,Pip50,10,Pippyg,1,2019,5,10,21,33,10/05/2019,21:33,10/05/2019,S4U00311,70,55,0,6,8,1
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190510_215412.wav,îlot chardons,C. Brabant,C. Brabant,Pipnat,Pip35,Principal,Pip35,10,Pipkuh,1,2019,5,10,21,54,10/05/2019,21:54,10/05/2019,S4U00311,15,41,171,8,3,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190510_215811.wav,îlot chardons,C. Brabant,C. Brabant,Pip50,Pip50,Principal,Pip50,10,Pippyg,4,2019,5,10,21,58,10/05/2019,21:58,10/05/2019,S4U00311,85,53,41,4,2,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190510_215811.wav,îlot chardons,C. Brabant,C. Brabant,PippiT,ChiroSp,Secondaire,Myosp,1,Myoalc,1,2019,5,10,21,58,10/05/2019,21:58,10/05/2019,S4U00311,4,51,21,2,0,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190510_223053.wav,îlot chardons,C. Brabant,C. Brabant,ChiroSp,ChiroSp,Principal,Myosp,1,Myoalc,1,2019,5,10,22,30,10/05/2019,22:30,10/05/2019,S4U00311,2,51,0,3,0,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190511_211553.wav,îlot chardons,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,11,21,15,11/05/2019,21:15,11/05/2019,S4U00311,33,47,86,9,2,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190511_222844.wav,îlot chardons,C. Brabant,C. Brabant,Pip50,Pip50,Principal,Pip50,10,Pippyg,5,2019,5,11,22,28,11/05/2019,22:28,11/05/2019,S4U00311,33,51,0,5,2,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190512_212514.wav,îlot chardons,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,12,21,25,12/05/2019,21:25,12/05/2019,S4U00311,47,47,0,8,2,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190512_220426.wav,îlot chardons,C. Brabant,C. Brabant,ChiroSp,ChiroSp,Principal,Myosp,1,Myoalc,1,2019,5,12,22,4,12/05/2019,22:04,12/05/2019,S4U00311,7,58,54,4,0,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190512_224050.wav,îlot chardons,C. Brabant,C. Brabant,Pip50,Pippyg,Principal,Pip50,10,Pippyg,7,2019,5,12,22,40,12/05/2019,22:40,12/05/2019,S4U00311,38,52,0,6,3,0
G:/SM2/Intérieur d'îlots/îlot chardons/WAV/,S4U00311_20190513_015751.wav,îlot chardons,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,13,1,57,13/05/2019,1:57,12/05/2019,S4U00311,40,47,0,8,4,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190526_215408.wav,Jardin Saint Josse,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,26,21,54,26/05/2019,21:54,26/05/2019,S4U00311,36,47,74,10,4,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190527_000010.wav,Jardin Saint Josse,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,27,0,0,27/05/2019,0:00,26/05/2019,S4U00311,19,46,103,9,3,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190527_223456.wav,Jardin Saint Josse,C. Brabant,C. Brabant,Pip50,Pip50,Principal,Pip50,10,Pippyg,3,2019,5,27,22,34,27/05/2019,22:34,27/05/2019,S4U00311,12,50,0,8,3,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190527_224707.wav,Jardin Saint Josse,C. Brabant,C. Brabant,Pipnat,Pipnat,Principal,Pip35,9,Pipnat,8,2019,5,27,22,47,27/05/2019,22:47,27/05/2019,S4U00311,30,39,140,10,6,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190527_224712.wav,Jardin Saint Josse,C. Brabant,C. Brabant,Pipnat,Pip35,Principal,Pip35,8,Pipkuh,1,2019,5,27,22,47,27/05/2019,22:47,27/05/2019,S4U00311,2,39,0,5,1,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190527_224836.wav,Jardin Saint Josse,C. Brabant,C. Brabant,ChiroSp,ChiroSp,Principal,Myosp,3,Myoalc,3,2019,5,27,22,48,27/05/2019,22:48,27/05/2019,S4U00311,17,60,33,3,1,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190528_000533.wav,Jardin Saint Josse,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,28,0,5,28/05/2019,0:05,27/05/2019,S4U00311,25,46,118,9,4,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190528_010010.wav,Jardin Saint Josse,C. Brabant,C. Brabant,ChiroSp,ChiroSp,Principal,Pip35,0,Pipnat,0,2019,5,28,1,0,28/05/2019,1:00,27/05/2019,S4U00311,3,41,0,6,2,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190528_010649.wav,Jardin Saint Josse,C. Brabant,C. Brabant,Pip50,Pip50,Principal,Pip50,9,Pippyg,5,2019,5,28,1,6,28/05/2019,1:06,27/05/2019,S4U00311,10,52,0,7,4,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190528_220241.wav,Jardin Saint Josse,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,5,28,22,2,28/05/2019,22:02,28/05/2019,S4U00311,44,47,0,8,3,0
G:/SM2/Intérieur d'îlots/Saint Josse/WAV/,S4U00311_20190529_001752.wav,Jardin Saint Josse,C. Brabant,C. Brabant,Pip50,Pippyg,Principal,Pip50,10,Pippyg,7,2019,5,29,0,17,29/05/2019,0:17,28/05/2019,S4U00311,7,51,0,6,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980001_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,8,25,20,46,25/08/2019,20:46,25/08/2019,Batlogger,38,48,77,6,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980101_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,6,Myobra,2,2019,8,25,21,18,25/08/2019,21:18,25/08/2019,Batlogger,8,46,0,3,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980134_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nyclei,Eptnil,Principal,ENVsp,10,Eptnil,7,2019,8,25,21,20,25/08/2019,21:20,25/08/2019,Batlogger,28,29,157,9,2,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980134_00005_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nyclei,Eptnil,Principal,ENVsp,6,Eptnil,6,2019,8,25,21,20,25/08/2019,21:20,25/08/2019,Batlogger,19,30,0,7,3,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980135_00009_999.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,ENVsp,Eptnil,Principal,ENVsp,7,Eptnil,7,2019,8,25,21,20,25/08/2019,21:20,25/08/2019,Batlogger,3,29,0,7,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980151_00005_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,ENVsp,Eptnil,Principal,ENVsp,9,Eptnil,7,2019,8,25,21,25,25/08/2019,21:25,25/08/2019,Batlogger,29,29,0,8,3,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980178_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,ENVsp,Eptnil,Principal,ENVsp,10,Eptnil,7,2019,8,25,21,25,25/08/2019,21:25,25/08/2019,Batlogger,34,29,111,8,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980324_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Eptser,ENVsp,Principal,ENVsp,6,Eptser,3,2019,8,25,21,40,25/08/2019,21:40,25/08/2019,Batlogger,29,26,0,8,5,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22980520_00009_999.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Pipnat,Pipnat,Principal,Pip35,10,Pipnat,10,2019,8,25,22,0,25/08/2019,22:00,25/08/2019,Batlogger,3,37,0,8,3,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22981008_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,8,Nycnoc,8,2019,8,25,23,0,25/08/2019,23:00,25/08/2019,Batlogger,3,20,0,8,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22981077_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Pippyg,Pippyg,Principal,Pip50,10,Pippyg,10,2019,8,25,23,10,25/08/2019,23:10,25/08/2019,Batlogger,15,54,95,9,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22981663_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,10,Nycnoc,10,2019,8,25,0,10,26/08/2019,0:10,25/08/2019,Batlogger,7,20,402,10,2,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982236_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,7,Myoema,1,2019,8,25,1,20,26/08/2019,1:20,25/08/2019,Batlogger,9,50,60,0,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982310_00005_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,6,Myobra,2,2019,8,25,1,30,26/08/2019,1:30,25/08/2019,Batlogger,9,45,95,2,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982552_00005_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,7,Nycnoc,7,2019,8,25,2,0,26/08/2019,2:00,25/08/2019,Batlogger,10,18,0,8,6,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982582_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myomys,ChiroSp,Principal,Myosp,2,Myoema,2,2019,8,25,2,0,26/08/2019,2:00,25/08/2019,Batlogger,9,52,60,0,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982585_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myomys,ChiroSp,Principal,Myosp,2,Myoema,2,2019,8,25,2,0,26/08/2019,2:00,25/08/2019,Batlogger,7,51,30,0,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982682_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,6,Myoema,1,2019,8,25,2,10,26/08/2019,2:10,25/08/2019,Batlogger,8,50,76,3,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982686_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,6,Myoema,1,2019,8,25,2,10,26/08/2019,2:10,25/08/2019,Batlogger,9,49,60,1,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982713_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myomys,ChiroSp,Principal,Myosp,4,Myoema,2,2019,8,25,2,20,26/08/2019,2:20,25/08/2019,Batlogger,7,54,81,0,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982714_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myomys,Myosp,Principal,Myosp,10,Myoema,1,2019,8,25,2,20,26/08/2019,2:20,25/08/2019,Batlogger,1,57,112,1,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982720_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myomys,ChiroSp,Principal,Myosp,5,Myoema,2,2019,8,25,2,20,26/08/2019,2:20,25/08/2019,Batlogger,3,50,0,1,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22982969_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myobra,ChiroSp,Principal,Myosp,5,Myoema,1,2019,8,25,2,50,26/08/2019,2:50,25/08/2019,Batlogger,10,50,0,1,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22983015_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,7,Myoema,1,2019,8,25,2,50,26/08/2019,2:50,25/08/2019,Batlogger,7,48,68,0,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22983139_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,7,Nycnoc,7,2019,8,25,3,0,26/08/2019,3:00,25/08/2019,Batlogger,1,18,0,7,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22983225_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,8,Nycnoc,8,2019,8,25,3,20,26/08/2019,3:20,25/08/2019,Batlogger,14,20,303,10,2,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22983447_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Myosp,ChiroSp,Principal,Myosp,4,Myobra,2,2019,8,25,3,40,26/08/2019,3:40,25/08/2019,Batlogger,5,45,0,2,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22983855_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,7,Nycnoc,7,2019,8,25,5,40,26/08/2019,5:40,25/08/2019,Batlogger,4,18,0,10,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22983872_00009_999.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nyclei,Nyclei,Principal,ENVsp,8,Nyclei,8,2019,8,25,6,0,26/08/2019,6:00,25/08/2019,Batlogger,1,25,0,10,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190825/WAV/,22983876_00005_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nyclei,Nyclei,Principal,ENVsp,10,Nyclei,7,2019,8,25,6,0,26/08/2019,6:00,25/08/2019,Batlogger,17,26,106,9,2,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980003_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,8,26,20,50,26/08/2019,20:50,26/08/2019,Batlogger,6,47,89,6,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980043_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,8,Nycnoc,8,2019,8,26,21,0,26/08/2019,21:00,26/08/2019,Batlogger,11,20,0,9,5,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980111_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,ENVsp,Eptnil,Principal,ENVsp,7,Eptnil,7,2019,8,26,21,20,26/08/2019,21:20,26/08/2019,Batlogger,28,29,0,8,4,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980111_00005_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Eptser,Eptnil,Principal,ENVsp,9,Eptnil,9,2019,8,26,21,20,26/08/2019,21:20,26/08/2019,Batlogger,23,31,133,7,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980145_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycsp,Nycnoc,Principal,ENVsp,10,Nycnoc,8,2019,8,26,21,30,26/08/2019,21:30,26/08/2019,Batlogger,3,21,0,10,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980164_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Pipnat,Pipnat,Principal,Pip35,10,Pipnat,10,2019,8,26,21,30,26/08/2019,21:30,26/08/2019,Batlogger,1,41,0,8,3,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980713_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Plesp,Plesp,Principal,Plesp,10,Pleaus,3,2019,8,26,2,0,27/08/2019,2:00,26/08/2019,Batlogger,14,28,135,6,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980909_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,9,Nycnoc,9,2019,8,26,5,0,27/08/2019,5:00,26/08/2019,Batlogger,11,20,0,10,4,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22980909_00005_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,10,Nycnoc,10,2019,8,26,5,0,27/08/2019,5:00,26/08/2019,Batlogger,8,19,458,9,0,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22981007_00000_000.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nyclei,Nyclei,Principal,ENVsp,7,Nyclei,7,2019,8,26,6,0,27/08/2019,6:00,26/08/2019,Batlogger,14,24,0,9,1,0
G:/SM2/Jardin Massart/Batlogger zone humide/BL20190826/WAV/,22981018_00009_999.wav,Jardin Massart zone humide,C. Brabant,C. Brabant,Nycnoc,Nycnoc,Principal,ENVsp,10,Nycnoc,10,2019,8,26,6,0,27/08/2019,6:00,26/08/2019,Batlogger,1,20,0,10,1,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190905_022121_161.wav,Jardin Massart grotte,C. Brabant,C. Brabant,Myosp,ChiroSp,Principal,Myosp,4,Myoema,2,2019,9,5,2,21,5/09/2019,2:21,4/09/2019,A-CHIROACT,2,69,0,0,0,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190905_203127_257.wav,Jardin Massart grotte,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,9,5,20,31,5/09/2019,20:31,5/09/2019,A-CHIROACT,2,51,0,4,0,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190906_034808_149.wav,Jardin Massart grotte,C. Brabant,C. Brabant,Plesp,ChiroSp,Principal,Plesp,2,Pleaur,2,2019,9,6,3,48,6/09/2019,3:48,5/09/2019,A-CHIROACT,6,25,0,3,7,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190906_204508_863.wav,Jardin Massart grotte,C. Brabant,C. Brabant,PippiT,PippiT,Principal,Pip50,10,PippiT,10,2019,9,6,20,45,6/09/2019,20:45,6/09/2019,A-CHIROACT,1,53,0,5,0,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190907_001506_376.wav,Jardin Massart grotte,C. Brabant,C. Brabant,Myosp,ChiroSp,Principal,Myosp,4,Myoema,2,2019,9,7,0,15,7/09/2019,0:15,6/09/2019,A-CHIROACT,2,52,0,1,0,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190907_005607_797.wav,Jardin Massart grotte,C. Brabant,C. Brabant,Myomys,ChiroSp,Principal,Myosp,3,Myoema,1,2019,9,7,0,56,7/09/2019,0:56,6/09/2019,A-CHIROACT,3,51,0,1,0,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190907_041003_824.wav,Jardin Massart grotte,C. Brabant,C. Brabant,Myomys,ChiroSp,Principal,Myosp,4,Myoema,1,2019,9,7,4,10,7/09/2019,4:10,6/09/2019,A-CHIROACT,12,47,52,4,0,0
G:/SM2/Jardin Massart/SM2 grotte/WAV/,A-CHIROACT_20190907_041417_137.wav,Jardin Massart grotte,C. Brabant,C. Brabant,Myosp,Myosp,Principal,Myosp,7,Myoema,2,2019,9,7,4,14,7/09/2019,4:14,6/09/2019,A-CHIROACT,14,59,67,3,0,0
